customer_id,region,city,segment,age,annual_income,joined_date
1248,South,Boston,Enterprise,19,77950.0,2023-01-16
1249,South,Denver,Enterprise,18,117041.0,2023-05-22
1250,Central,Austin,Consumer,39,75674.0,2022-02-06
1251,South,Chicago,Corporate,59,101669.0,2024-04-19
1252,Central,San Diego,Enterprise,31,57461.0,2022-01-23
1253,East,San Diego,Corporate,29,80312.0,2025-04-30
1254,North,Seattle,Corporate,55,56646.0,2024-03-29
1255,North,Chicago,Consumer,60,46541.0,2022-10-04
1256,East,Seattle,Consumer,19,52813.0,2024-05-05
1257,West,San Diego,Consumer,34,119851.0,2022-10-15
1258,Central,San Diego,Consumer,66,59554.0,2024-03-15
1259,East,Denver,Corporate,29,58416.0,2022-10-26
1260,North,San Diego,Home Office,53,53875.0,2022-03-22
1261,East,New York,Enterprise,67,96965.0,2022-05-17
1262,North,Atlanta,Consumer,69,69399.0,2023-02-19
1263,Central,Phoenix,Corporate,55,91969.0,2025-02-27
1264,North,Boston,Corporate,40,87387.0,2023-11-04
1265,Central,Atlanta,Consumer,31,64369.0,2023-02-17
1266,North,Seattle,Corporate,40,48677.0,2023-05-28
1267,South,Dallas,Corporate,64,50603.0,2022-09-06
1268,South,New York,Consumer,42,79425.0,2023-03-09
1269,West,Chicago,Consumer,46,92116.0,2025-04-28
1270,Central,San Diego,Consumer,27,26419.0,2025-05-24
1271,North,Seattle,Consumer,57,78480.0,2023-02-19
1272,Central,Denver,Home Office,26,58538.0,2023-05-10
1273,North,Seattle,Home Office,22,82330.0,2022-09-25
1274,South,Boston,Enterprise,48,95808.0,2024-11-03
1275,South,Chicago,Corporate,65,70465.0,2023-04-16
1276,Central,Chicago,Home Office,69,66378.0,2023-09-04
1277,East,San Diego,Consumer,25,94725.0,2024-09-26
1278,South,Chicago,Home Office,66,85347.0,2024-11-29
1279,East,San Diego,Consumer,34,63714.0,2022-07-27
1280,Central,Atlanta,Enterprise,53,62508.0,2022-10-13
1281,South,Boston,Corporate,40,74363.0,2024-12-12
1282,North,Austin,Consumer,38,100393.0,2022-03-10
1283,West,Boston,Consumer,67,59676.0,2023-05-09
1284,West,New York,Enterprise,50,94579.0,2023-05-18
1285,West,Chicago,Corporate,48,87753.0,2023-04-14
1286,South,Phoenix,Consumer,23,57208.0,2024-10-29
1287,East,Dallas,Home Office,45,69379.0,2022-12-06
1288,West,Chicago,Consumer,48,121828.0,2023-12-12
1289,East,Dallas,Corporate,56,39688.0,2022-10-07
1290,West,Atlanta,Consumer,65,65085.0,2023-09-03
1291,East,New York,Corporate,60,86949.0,2023-05-10
1292,South,New York,Enterprise,34,89322.0,2025-03-23
1293,South,San Diego,Consumer,54,79340.0,2023-01-17
1294,Central,Atlanta,Consumer,28,66177.0,2023-08-21
1295,East,Denver,Consumer,49,80912.0,2023-06-06
1296,South,Boston,Consumer,54,47230.0,2024-11-21
1297,North,Boston,Consumer,57,62316.0,2022-03-03
1298,East,New York,Consumer,36,58829.0,2022-05-04
1299,North,Austin,Corporate,48,67548.0,2022-10-23
1300,East,Phoenix,Consumer,54,86796.0,2024-08-28
1301,East,Phoenix,Consumer,23,54175.0,2023-04-27
1302,South,Austin,Home Office,42,97971.0,2022-08-09
1303,North,New York,Consumer,44,37200.0,2022-12-13
1304,East,Denver,Consumer,69,43128.0,2023-04-22
1305,South,Dallas,Home Office,59,28189.0,2022-12-26
1306,Central,New York,Consumer,42,73354.0,2024-11-21
1307,Central,Phoenix,Consumer,39,73625.0,2024-11-01
1308,East,Phoenix,Consumer,18,115431.0,2023-04-13
1309,East,Boston,Consumer,54,52331.0,2024-06-01
1310,Central,Austin,Corporate,28,90082.0,2022-03-01
1311,West,Chicago,Home Office,42,67857.0,2022-11-12
1312,North,Phoenix,Home Office,23,35011.0,2022-11-27
1313,South,Denver,Home Office,48,69970.0,2023-05-14
1314,South,Dallas,Consumer,38,88324.0,2024-07-09
1315,South,New York,Consumer,68,43523.0,2025-03-17
1316,South,San Diego,Consumer,58,73128.0,2023-10-03
1317,South,New York,Consumer,18,71119.0,2023-05-24
1318,East,Seattle,Corporate,60,72369.0,2023-05-24
1319,North,Chicago,Home Office,65,67143.0,2024-11-24
1320,Central,Phoenix,Corporate,36,79578.0,2025-04-28
1321,North,Atlanta,Enterprise,27,76203.0,2024-08-26
1322,North,Seattle,Home Office,23,90246.0,2024-04-23
1323,West,Seattle,Consumer,51,85635.0,2022-12-23
1324,Central,Seattle,Consumer,25,87866.0,2023-02-05
1325,South,Atlanta,Consumer,28,55113.0,2024-04-29
1326,Central,San Diego,Enterprise,47,44155.0,2024-10-11
1327,South,Seattle,Corporate,45,74911.0,2023-01-14
1328,East,Austin,Consumer,69,47950.0,2024-10-10
1329,East,Denver,Home Office,51,36881.0,2024-04-18
1330,South,Boston,Consumer,36,62325.0,2023-01-17
1331,South,Chicago,Corporate,32,126068.0,2022-01-13
1332,West,Denver,Consumer,61,42578.0,2024-03-05
1333,North,Chicago,Consumer,34,148006.0,2022-06-08
1334,West,Austin,Corporate,32,25985.0,2024-11-27
1335,North,New York,Corporate,32,45380.0,2023-06-07
1336,East,Boston,Enterprise,48,80030.0,2023-12-02
1337,South,Phoenix,Consumer,59,58321.0,2023-04-05
1338,Central,Denver,Enterprise,30,22000.0,2023-11-05
1339,North,Dallas,Enterprise,60,107381.0,2023-02-18
1340,North,San Diego,Corporate,36,88370.0,2024-12-23
1341,North,Austin,Corporate,68,78016.0,2022-10-12
1342,South,Chicago,Corporate,35,81454.0,2024-01-31
1343,East,New York,Home Office,42,73134.0,2022-03-21
1344,South,Phoenix,Consumer,34,65337.0,2025-01-10
1345,East,Boston,Consumer,61,76370.0,2023-11-03
1346,Central,Seattle,Consumer,30,70823.0,2024-10-24
1347,East,Dallas,Consumer,41,91056.0,2022-04-11
1348,West,Atlanta,Corporate,52,78689.0,2024-07-07
1349,Central,Atlanta,Consumer,18,83319.0,2022-03-14
1350,Central,Austin,Consumer,29,54397.0,2024-07-01
1351,North,Atlanta,Corporate,49,99274.0,2022-12-24
1352,West,Denver,Home Office,69,81202.0,2023-02-24
1353,North,New York,Consumer,68,86257.0,2024-09-23
1354,North,Austin,Consumer,70,87608.0,2024-08-11
1355,South,Boston,Corporate,32,89377.0,2022-03-09
1356,North,Atlanta,Consumer,47,66897.0,2023-05-26
1357,South,Austin,Consumer,30,41041.0,2022-08-31
1358,Central,New York,Consumer,39,66102.0,2023-12-17
1359,South,Atlanta,Consumer,50,63440.0,2023-11-18
1360,South,New York,Enterprise,44,71893.0,2022-10-13
1361,West,Boston,Consumer,53,64712.0,2022-04-29
1362,East,Atlanta,Consumer,47,105021.0,2023-03-28
1363,North,Seattle,Enterprise,42,114887.0,2023-07-01
1364,South,Boston,Home Office,32,62198.0,2024-08-03
1365,North,Atlanta,Corporate,61,102641.0,2023-11-11
1366,West,Boston,Consumer,66,58297.0,2024-10-09
1367,West,New York,Consumer,38,68680.0,2024-07-29
1368,West,Chicago,Enterprise,69,97075.0,2024-04-14
1369,East,New York,Consumer,31,22000.0,2023-06-18
1370,West,Seattle,Home Office,69,94530.0,2025-03-05
1371,North,Austin,Consumer,19,90667.0,2023-07-31
1372,East,Phoenix,Consumer,63,56785.0,2023-12-10
1373,North,Boston,Consumer,54,60130.0,2022-10-26
1374,North,Chicago,Consumer,47,72489.0,2022-05-17
1375,Central,Phoenix,Corporate,39,54263.0,2025-01-02
1376,East,Boston,Consumer,22,104570.0,2025-04-27
1377,East,Seattle,Consumer,68,77522.0,2025-05-24
1378,West,Seattle,Corporate,31,56693.0,2023-05-23
1379,East,Phoenix,Consumer,23,97295.0,2023-04-19
1380,East,New York,Consumer,32,68828.0,2024-06-29
1381,East,Austin,Corporate,40,70587.0,2024-11-16
1382,West,Seattle,Consumer,68,87844.0,2022-06-01
1383,West,Dallas,Consumer,25,94518.0,2022-07-17
1384,Central,Denver,Consumer,20,100574.0,2024-03-28
1385,North,Chicago,Consumer,70,112914.0,2024-10-23
1386,Central,Austin,Corporate,29,75725.0,2023-08-13
1387,East,Atlanta,Consumer,63,106005.0,2024-05-13
1388,West,Phoenix,Consumer,24,70157.0,2022-04-05
1389,North,Boston,Consumer,62,83557.0,2022-05-14
1390,Central,Seattle,Corporate,64,65626.0,2023-01-11
1391,West,Austin,Consumer,50,55870.0,2023-09-21
1392,North,Dallas,Consumer,21,96165.0,2023-09-25
1393,West,Denver,Home Office,61,96417.0,2023-09-07
1394,South,Denver,Enterprise,35,53744.0,2024-01-13
1395,South,Phoenix,Corporate,18,113458.0,2024-11-27
1396,East,Dallas,Consumer,58,83270.0,2023-03-26
1397,West,San Diego,Enterprise,65,105796.0,2022-01-17
1398,West,Atlanta,Consumer,63,104204.0,2022-02-20
1399,East,Seattle,Corporate,59,49492.0,2023-09-15
1400,North,Atlanta,Consumer,66,51385.0,2024-04-08
1401,East,Seattle,Corporate,67,83294.0,2022-12-14
1402,East,Phoenix,Corporate,19,87545.0,2024-08-11
1403,West,Atlanta,Home Office,60,62421.0,2024-02-09
1404,Central,Chicago,Consumer,69,46517.0,2022-05-01
1405,West,Atlanta,Consumer,68,35988.0,2023-01-01
1406,South,Denver,Home Office,49,59673.0,2022-07-29
1407,North,San Diego,Corporate,47,79936.0,2024-11-21
1408,East,Austin,Corporate,43,102595.0,2023-10-07
1409,East,Seattle,Consumer,63,67803.0,2022-01-10
1410,West,Phoenix,Consumer,47,80725.0,2023-05-22
1411,East,Atlanta,Consumer,40,73758.0,2024-11-30
1412,North,Boston,Consumer,46,84253.0,2025-03-31
1413,South,Chicago,Consumer,64,97202.0,2022-06-03
1414,East,Atlanta,Home Office,22,98668.0,2023-11-04
1415,South,Atlanta,Consumer,24,57552.0,2022-08-18
1416,West,San Diego,Enterprise,47,92974.0,2024-05-01
1417,North,San Diego,Home Office,53,80726.0,2023-12-31
1418,West,Dallas,Corporate,58,80638.0,2022-10-21
1419,North,Chicago,Corporate,34,120259.0,2023-12-18
1420,South,Dallas,Consumer,54,56532.0,2022-01-09
1421,South,Austin,Consumer,36,87612.0,2022-04-16
1422,East,Dallas,Consumer,50,38263.0,2024-04-06
1423,North,Boston,Consumer,57,31571.0,2022-06-30
1424,North,Atlanta,Home Office,34,69820.0,2023-03-01
1425,Central,Seattle,Consumer,66,62226.0,2024-03-21
1426,North,Chicago,Consumer,50,60938.0,2023-01-28
1427,North,Chicago,Corporate,22,69170.0,2024-09-15
1428,North,New York,Consumer,33,80633.0,2023-10-30
1429,Central,Seattle,Consumer,68,36355.0,2023-04-01
1430,East,Atlanta,Consumer,59,44136.0,2023-10-22
1431,South,Denver,Home Office,55,75067.0,2024-04-03
1432,Central,Atlanta,Consumer,71,82493.0,2024-10-03
1433,South,Chicago,Consumer,65,96461.0,2025-02-22
1434,South,Dallas,Consumer,64,46360.0,2023-07-01
1435,East,Seattle,Corporate,36,63684.0,2025-06-29
1436,North,Seattle,Corporate,49,112076.0,2023-03-10
1437,North,Denver,Consumer,59,82959.0,2022-06-18
1438,Central,New York,Enterprise,19,62937.0,2024-06-12
1439,North,Seattle,Consumer,38,85613.0,2022-02-15
1440,North,New York,Home Office,28,22000.0,2023-10-21
1441,East,San Diego,Consumer,38,74836.0,2025-04-19
1442,South,Phoenix,Consumer,57,80594.0,2023-02-05
1443,East,Atlanta,Consumer,66,92556.0,2024-05-18
1444,South,Denver,Consumer,22,104979.0,2023-09-06
1445,Central,New York,Corporate,38,84671.0,2024-05-12
1446,West,Chicago,Consumer,67,90039.0,2024-11-14
1447,East,San Diego,Consumer,71,43955.0,2024-12-28
1448,South,Phoenix,Consumer,42,65799.0,2022-06-06
1449,West,San Diego,Consumer,34,101707.0,2023-05-24
1450,North,Denver,Corporate,43,69119.0,2022-02-14
1451,West,Seattle,Home Office,51,85820.0,2024-09-11
1452,North,Phoenix,Corporate,64,73920.0,2024-01-04
1453,South,Dallas,Enterprise,58,74605.0,2022-09-28
1454,Central,Boston,Consumer,20,111894.0,2024-11-06
1455,East,New York,Enterprise,37,66923.0,2024-04-23
1456,South,Austin,Home Office,27,57012.0,2023-07-03
1457,West,Austin,Home Office,51,51843.0,2025-03-29
1458,South,San Diego,Corporate,61,69776.0,2022-01-09
1459,Central,Boston,Consumer,56,76329.0,2025-01-28
1460,North,Seattle,Consumer,62,85881.0,2023-12-20
1461,North,Chicago,Corporate,36,87554.0,2024-07-22
1462,South,Dallas,Consumer,58,89701.0,2022-03-23
1463,Central,Austin,Corporate,56,89335.0,2024-09-06
1464,Central,Phoenix,Enterprise,23,56435.0,2022-05-09
1465,East,Dallas,Home Office,47,79870.0,2023-01-12
1466,South,New York,Home Office,68,76537.0,2022-05-22
1467,Central,Atlanta,Corporate,58,57365.0,2024-10-02
1468,East,Atlanta,Consumer,23,88873.0,2022-03-05
1469,West,Chicago,Corporate,34,84289.0,2024-07-25
1470,West,Dallas,Home Office,37,93855.0,2022-01-11
1471,East,Chicago,Consumer,25,110618.0,2025-02-20
1472,Central,San Diego,Home Office,60,73770.0,2024-06-22
1473,North,Chicago,Consumer,30,90137.0,2024-03-17
1474,North,Austin,Consumer,66,76454.0,2022-08-14
1475,East,New York,Corporate,42,44388.0,2022-08-10
1476,West,Seattle,Corporate,18,64531.0,2024-07-31
1477,Central,New York,Consumer,34,99539.0,2022-05-10
1478,South,New York,Consumer,44,62363.0,2022-09-09
1479,North,San Diego,Consumer,70,75005.0,2023-04-18
1480,South,Dallas,Consumer,35,78147.0,2023-07-09
1481,Central,New York,Consumer,21,87361.0,2025-04-12
1482,Central,Phoenix,Consumer,58,81354.0,2023-12-24
1483,Central,Dallas,Corporate,65,62723.0,2022-03-15
1484,East,Denver,Enterprise,37,55029.0,2022-06-21
1485,West,Boston,Corporate,68,59440.0,2024-01-11
1486,East,Chicago,Consumer,52,95584.0,2023-11-30
1487,East,New York,Home Office,42,63091.0,2022-03-12
1488,West,Dallas,Consumer,31,103500.0,2025-02-10
1489,South,New York,Enterprise,20,89504.0,2024-02-18
1490,South,New York,Corporate,28,48469.0,2025-05-20
1491,North,New York,Corporate,71,99263.0,2024-08-04
1492,North,Boston,Consumer,47,87642.0,2025-03-24
1493,South,Boston,Corporate,63,108116.0,2023-08-02
1494,South,Phoenix,Enterprise,59,79612.0,2022-09-06
1495,West,Phoenix,Consumer,34,70193.0,2022-11-29
1496,South,San Diego,Home Office,25,71359.0,2022-10-15
1497,South,Austin,Consumer,57,94818.0,2024-02-28
1498,South,Atlanta,Consumer,20,97515.0,2024-12-17
1499,North,San Diego,Consumer,50,49439.0,2023-12-03
1500,East,Denver,Consumer,21,56281.0,2022-09-02
1501,South,Dallas,Corporate,68,95205.0,2022-09-23
1502,East,Atlanta,Consumer,43,54224.0,2024-03-29
1503,East,Austin,Consumer,26,101917.0,2023-06-27
1504,East,Chicago,Enterprise,69,50202.0,2024-11-14
1505,East,Phoenix,Consumer,58,88020.0,2022-06-13
1506,East,Seattle,Consumer,60,70569.0,2022-10-21
1507,West,New York,Home Office,40,43403.0,2024-01-20
1508,North,Phoenix,Home Office,20,80151.0,2022-08-30
1509,South,Chicago,Enterprise,54,22169.0,2023-03-15
1510,East,Chicago,Corporate,18,98290.0,2023-11-06
1511,South,Seattle,Home Office,41,93758.0,2023-02-22
1512,East,Denver,Consumer,18,63933.0,2025-03-20
1513,North,Phoenix,Consumer,44,101990.0,2023-07-23
1514,South,New York,Consumer,64,119667.0,2025-04-17
1515,West,Seattle,Corporate,58,77952.0,2022-04-04
1516,Central,Phoenix,Home Office,36,89404.0,2022-02-05
1517,East,Dallas,Corporate,42,73996.0,2024-12-04
1518,North,Boston,Corporate,28,79643.0,2022-08-12
1519,South,Boston,Home Office,40,76619.0,2022-05-03
1520,East,Austin,Consumer,30,50155.0,2022-05-12
1521,West,New York,Consumer,19,76086.0,2023-11-30
1522,South,Chicago,Home Office,52,74662.0,2025-03-21
1523,North,New York,Consumer,69,76541.0,2025-03-13
1524,East,Phoenix,Corporate,20,102981.0,2024-04-17
1525,North,Seattle,Corporate,40,58518.0,2024-03-21
1526,East,San Diego,Consumer,41,113400.0,2022-07-24
1527,North,Dallas,Consumer,38,95258.0,2024-02-10
1528,West,San Diego,Consumer,26,82157.0,2025-05-21
1529,West,Dallas,Consumer,53,39728.0,2025-01-13
1530,Central,Phoenix,Enterprise,53,39919.0,2025-04-27
1531,West,Austin,Consumer,31,52390.0,2024-06-09
1532,South,Austin,Consumer,25,55733.0,2024-12-03
1533,West,Seattle,Consumer,66,73535.0,2023-05-12
1534,North,Atlanta,Consumer,55,75260.0,2024-11-11
1535,East,Boston,Consumer,32,84362.0,2024-03-28
1536,East,Chicago,Enterprise,35,90850.0,2022-01-22
1537,West,Austin,Consumer,67,94925.0,2023-03-14
1538,West,New York,Home Office,57,83374.0,2023-02-28
1539,West,Chicago,Home Office,33,80581.0,2023-06-14
1540,South,Austin,Consumer,70,66302.0,2024-07-16
1541,Central,Atlanta,Consumer,18,65226.0,2023-11-16
1542,East,Austin,Home Office,41,96103.0,2025-05-28
1543,West,Boston,Home Office,19,87468.0,2025-02-18
1544,East,Chicago,Enterprise,25,69503.0,2024-03-22
1545,Central,Atlanta,Consumer,68,113807.0,2023-01-12
1546,North,Boston,Consumer,40,71935.0,2024-05-03
1547,West,Dallas,Home Office,22,94887.0,2024-05-16
1548,East,Dallas,Corporate,54,68125.0,2024-02-15
1549,South,New York,Home Office,31,83953.0,2022-09-20
1550,South,Denver,Corporate,53,71990.0,2025-05-10
1551,East,Seattle,Consumer,26,106209.0,2024-05-08
1552,West,Seattle,Corporate,26,81215.0,2025-06-16
1553,West,Phoenix,Consumer,60,99069.0,2024-05-10
1554,North,Dallas,Home Office,51,69124.0,2023-08-17
1555,South,San Diego,Consumer,37,87516.0,2024-06-09
1556,Central,Boston,Corporate,46,71191.0,2023-05-23
1557,West,Atlanta,Consumer,25,93756.0,2025-03-27
1558,West,Atlanta,Enterprise,24,97113.0,2024-01-13
1559,East,Boston,Consumer,39,55102.0,2023-09-22
1560,East,Seattle,Consumer,27,58642.0,2023-03-10
1561,East,New York,Consumer,47,98185.0,2022-02-09
1562,East,Boston,Enterprise,49,83587.0,2023-07-21
1563,East,San Diego,Consumer,29,58789.0,2024-12-13
1564,Central,Chicago,Consumer,29,80674.0,2022-06-10
1565,South,San Diego,Corporate,34,49927.0,2022-09-01
1566,Central,Chicago,Consumer,44,82285.0,2025-03-23
1567,East,Chicago,Consumer,57,86259.0,2025-05-10
1568,East,Seattle,Consumer,48,98907.0,2025-05-29
1569,Central,Denver,Consumer,65,52778.0,2023-11-13
1570,South,Seattle,Home Office,50,100091.0,2024-12-01
1571,West,Seattle,Consumer,19,87251.0,2022-11-11
1572,East,Phoenix,Consumer,68,83757.0,2025-05-26
1573,East,Phoenix,Consumer,36,71460.0,2025-03-30
1574,North,Dallas,Enterprise,39,37277.0,2024-11-27
1575,North,New York,Consumer,65,78395.0,2025-06-15
1576,South,New York,Home Office,57,94194.0,2023-09-30
1577,West,Seattle,Consumer,50,41533.0,2023-02-04
1578,West,Seattle,Consumer,46,67216.0,2023-04-16
1579,South,Austin,Consumer,65,101341.0,2022-05-13
1580,West,Austin,Home Office,51,113540.0,2023-07-10
1581,Central,Boston,Home Office,37,88767.0,2023-12-28
1582,South,Austin,Home Office,31,56908.0,2023-01-06
1583,North,Dallas,Consumer,70,78164.0,2024-02-01
1584,North,Atlanta,Consumer,60,74987.0,2022-02-27
1585,Central,Denver,Enterprise,65,86685.0,2023-05-23
1586,West,Denver,Corporate,56,85049.0,2023-04-10
1587,North,Denver,Corporate,69,89552.0,2022-03-18
1588,North,Chicago,Consumer,29,76301.0,2024-02-24
1589,South,Chicago,Consumer,56,70099.0,2022-10-11
1590,South,Chicago,Enterprise,66,83340.0,2023-01-17
1591,South,San Diego,Consumer,56,79105.0,2024-07-25
1592,West,Boston,Consumer,63,97969.0,2022-01-19
1593,East,Denver,Consumer,40,51995.0,2024-02-05
1594,North,Chicago,Consumer,56,104234.0,2024-10-20
1595,West,San Diego,Consumer,56,61048.0,2024-12-31
1596,West,Phoenix,Consumer,58,109562.0,2024-04-03
1597,East,Denver,Consumer,26,72462.0,2024-05-23
1598,South,Dallas,Corporate,27,74152.0,2022-08-23
1599,West,Atlanta,Enterprise,57,125610.0,2024-05-02
1600,East,Dallas,Consumer,27,58776.0,2025-02-20
1601,North,Atlanta,Consumer,40,60004.0,2025-06-15
1602,West,Dallas,Enterprise,40,60806.0,2024-10-29
1603,South,San Diego,Consumer,47,27725.0,2023-12-17
1604,West,Atlanta,Consumer,22,98352.0,2022-07-30
1605,East,Dallas,Consumer,44,63278.0,2023-04-20
1606,East,Chicago,Enterprise,44,80084.0,2022-01-21
1607,East,Phoenix,Home Office,25,88820.0,2023-09-29
1608,West,Dallas,Consumer,25,68730.0,2022-08-23
1609,West,New York,Home Office,29,79518.0,2024-01-25
1610,Central,Seattle,Consumer,31,65566.0,2024-11-04
1611,South,Austin,Corporate,59,106952.0,2023-05-21
1612,East,Denver,Home Office,45,81310.0,2022-01-24
1613,Central,Atlanta,Consumer,34,51725.0,2025-05-31
1614,West,New York,Home Office,42,39984.0,2023-07-29
1615,East,San Diego,Consumer,24,80282.0,2022-02-04
1616,East,San Diego,Corporate,61,71101.0,2022-09-14
1617,East,Austin,Consumer,31,104428.0,2024-02-14
1618,East,New York,Corporate,46,64420.0,2022-04-21
1619,East,Dallas,Corporate,55,70074.0,2022-08-31
1620,North,Boston,Corporate,24,119573.0,2022-12-01
1621,Central,Atlanta,Consumer,56,82835.0,2022-10-30
1622,Central,Atlanta,Consumer,50,72797.0,2022-06-12
1623,East,Austin,Corporate,63,96963.0,2023-04-16
1624,West,Boston,Enterprise,50,60842.0,2023-10-22
1625,East,New York,Consumer,70,78495.0,2022-02-03
1626,East,Denver,Consumer,43,114797.0,2023-05-21
1627,South,Boston,Home Office,56,75273.0,2024-06-21
1628,Central,Seattle,Enterprise,64,52653.0,2022-10-04
1629,North,New York,Consumer,30,90192.0,2023-05-16
1630,South,Boston,Home Office,43,22000.0,2023-09-27
1631,East,Chicago,Enterprise,32,102222.0,2022-03-11
1632,South,San Diego,Corporate,64,76245.0,2022-07-14
1633,South,Seattle,Consumer,53,70509.0,2022-03-25
1634,Central,San Diego,Corporate,66,104514.0,2023-09-01
1635,South,New York,Home Office,36,79429.0,2025-03-20
1636,West,Austin,Enterprise,70,81561.0,2024-02-03
1637,South,Boston,Home Office,33,81799.0,2025-04-05
1638,North,New York,Enterprise,57,103724.0,2024-12-24
1639,Central,New York,Consumer,33,64610.0,2024-08-31
1640,North,Phoenix,Consumer,48,22000.0,2022-04-29
1641,West,Austin,Corporate,51,84844.0,2023-05-27
1642,Central,San Diego,Corporate,49,72449.0,2024-01-14
1643,West,Dallas,Consumer,67,72521.0,2025-02-26
1644,North,San Diego,Consumer,65,72936.0,2025-01-28
1645,West,Chicago,Home Office,68,67670.0,2025-03-10
1646,Central,Boston,Enterprise,61,115988.0,2023-11-17
1647,South,New York,Home Office,44,62244.0,2022-06-13
1648,Central,Boston,Consumer,18,86511.0,2023-07-25
1649,North,Chicago,Consumer,56,108552.0,2023-03-20
1650,South,Chicago,Corporate,62,80570.0,2022-09-05
1651,West,Austin,Consumer,25,66533.0,2023-11-16
1652,East,Seattle,Consumer,33,82332.0,2024-08-29
1653,West,Seattle,Consumer,34,68985.0,2023-07-03
1654,West,Seattle,Home Office,20,67168.0,2024-08-04
1655,North,Seattle,Consumer,18,48611.0,2023-10-03
1656,Central,Atlanta,Enterprise,66,95268.0,2022-05-30
1657,East,New York,Consumer,45,76439.0,2025-06-02
1658,Central,Denver,Consumer,25,57029.0,2024-12-01
1659,Central,Denver,Consumer,68,62031.0,2023-05-12
1660,East,New York,Consumer,66,97157.0,2023-10-19
1661,Central,San Diego,Corporate,40,91425.0,2023-10-03
1662,South,San Diego,Consumer,47,64685.0,2025-05-30
1663,East,Dallas,Corporate,41,49823.0,2025-05-02
1664,North,Phoenix,Consumer,39,84395.0,2025-04-14
1665,East,Austin,Corporate,61,81964.0,2024-03-12
1666,East,Chicago,Consumer,34,102924.0,2024-01-18
1667,West,Austin,Enterprise,64,71920.0,2025-02-14
1668,North,Denver,Consumer,35,70677.0,2022-06-06
1669,North,Boston,Consumer,53,105277.0,2023-08-05
1670,Central,New York,Home Office,46,89950.0,2025-04-22
1671,South,Seattle,Corporate,34,42862.0,2025-03-07
1672,West,Austin,Corporate,47,67940.0,2024-09-04
1673,West,Austin,Corporate,55,93609.0,2022-02-02
1674,East,Denver,Corporate,62,94762.0,2025-02-02
1675,South,Austin,Corporate,19,94103.0,2024-07-14
1676,Central,Atlanta,Corporate,63,120808.0,2022-03-20
1677,Central,Boston,Consumer,27,45903.0,2024-11-13
1678,North,Seattle,Corporate,63,75794.0,2024-09-14
1679,North,Boston,Consumer,23,72714.0,2025-01-28
1680,North,Dallas,Consumer,24,59401.0,2024-12-26
1681,East,San Diego,Consumer,51,68507.0,2022-02-07
1682,West,Boston,Consumer,54,37875.0,2024-04-26
1683,South,Austin,Corporate,47,66942.0,2025-02-28
1684,South,Dallas,Consumer,49,75495.0,2024-02-02
1685,East,New York,Corporate,44,28946.0,2025-02-03
1686,East,Chicago,Corporate,43,63054.0,2025-01-28
1687,South,Boston,Corporate,38,51907.0,2023-01-25
1688,South,Denver,Consumer,28,61427.0,2023-09-19
1689,South,Denver,Home Office,69,72930.0,2023-10-16
1690,North,Austin,Consumer,49,84919.0,2023-08-16
1691,West,Seattle,Consumer,58,32681.0,2022-01-25
1692,South,Denver,Consumer,50,102549.0,2024-01-15
1693,Central,Atlanta,Corporate,42,113897.0,2022-11-16
1694,West,Boston,Home Office,35,101761.0,2022-05-24
1695,South,Austin,Corporate,24,84677.0,2023-04-05
1696,West,Dallas,Consumer,37,107022.0,2022-07-14
1697,West,Seattle,Consumer,57,102135.0,2022-01-19
1698,Central,New York,Consumer,38,110490.0,2022-12-09
1699,North,Denver,Consumer,39,34774.0,2024-03-08
1700,North,Boston,Consumer,59,88105.0,2025-03-24
1701,Central,Austin,Corporate,58,108000.0,2024-05-26
1702,East,Boston,Consumer,35,80047.0,2022-09-05
1703,North,Chicago,Home Office,56,74377.0,2024-05-07
1704,North,Atlanta,Consumer,48,94617.0,2024-06-02
1705,South,Austin,Home Office,36,115547.0,2022-08-11
1706,West,New York,Corporate,46,58777.0,2025-05-12
1707,Central,Boston,Consumer,58,65367.0,2022-06-23
1708,Central,New York,Home Office,69,97874.0,2023-07-25
1709,South,New York,Corporate,52,105447.0,2023-05-20
1710,North,Atlanta,Corporate,63,66490.0,2024-04-14
1711,North,Seattle,Consumer,71,87148.0,2023-12-17
1712,North,Atlanta,Consumer,45,90638.0,2023-02-24
1713,East,Chicago,Consumer,52,92123.0,2023-04-27
1714,South,Dallas,Home Office,23,73682.0,2023-08-01
1715,West,Austin,Consumer,39,39293.0,2022-05-18
1716,West,Dallas,Corporate,32,73895.0,2022-01-04
1717,North,San Diego,Consumer,59,100197.0,2022-10-28
1718,West,Chicago,Consumer,50,61242.0,2023-11-01
1719,South,New York,Home Office,67,84655.0,2023-01-23
1720,West,Boston,Home Office,24,93236.0,2022-03-14
1721,West,Austin,Consumer,71,117420.0,2022-05-11
1722,West,Phoenix,Home Office,23,64995.0,2022-09-20
1723,South,Chicago,Corporate,56,76659.0,2022-09-01
1724,North,Chicago,Consumer,69,101088.0,2022-09-16
1725,South,Phoenix,Consumer,42,91427.0,2022-04-30
1726,East,New York,Consumer,67,106384.0,2024-03-20
1727,South,Dallas,Consumer,26,84624.0,2022-05-22
1728,North,Boston,Home Office,57,77337.0,2024-11-19
1729,South,Seattle,Consumer,19,99568.0,2025-01-14
1730,East,Phoenix,Home Office,47,53792.0,2022-09-29
