order_id,order_ts,customer_id,product_id,quantity,discount,gross_sales,net_sales,cost,profit,channel,payment_method,campaign,order_status
25817,2024-06-27 16:00:00,15688,218,9,0.15,14728.5,12519.22,10201.5,2317.72,Online,Bank Transfer,Organic,completed
25818,2024-02-01 08:00:00,7847,243,8,0.1,3738.8,3364.92,1974.56,1390.36,Partner,UPI,Retention,completed
25819,2024-02-14 02:00:00,15337,116,3,0.0,1662.15,1662.15,1073.79,588.36,Marketplace,Card,BackToOffice,completed
25820,2025-03-27 21:00:00,11564,412,5,0.0,5553.95,5553.95,3812.25,1741.7,Store,UPI,Organic,completed
25821,2024-08-09 19:00:00,7988,99,2,0.0,1899.66,1899.66,1495.32,404.34,Store,Card,Organic,completed
25822,2024-08-04 15:00:00,10193,413,9,0.0,4635.63,0.0,3131.91,0.0,Partner,Card,NewYear,cancelled
25823,2025-04-30 00:00:00,18281,198,2,0.0,202.8,202.8,108.82,93.98,Online,Card,Festive,completed
25824,2024-02-02 23:00:00,14764,45,9,0.0,19449.72,19449.72,14181.66,5268.06,Online,Wallet,Retention,completed
25825,2024-01-01 20:00:00,7154,87,6,0.0,11967.54,11967.54,5769.24,6198.3,Online,UPI,Festive,completed
25826,2024-03-05 06:00:00,7363,262,4,0.05,2303.84,2188.65,1531.04,657.61,Online,UPI,Festive,completed
25827,2024-06-08 02:00:00,4573,310,8,0.15,9859.6,8380.66,5483.36,2897.3,Online,Wallet,BackToOffice,completed
25828,2024-07-06 07:00:00,20,68,7,0.1,3827.11,3444.4,1850.52,1593.88,Online,UPI,NewYear,completed
25829,2025-03-17 04:00:00,18745,128,3,0.05,6056.67,5753.84,2958.93,2794.91,Partner,Card,Summer,completed
25830,2024-12-21 12:00:00,12115,8,2,0.15,377.92,321.23,303.58,17.65,Store,Card,NewYear,completed
25831,2024-04-22 20:00:00,9930,423,2,0.1,1980.0,1782.0,1250.64,531.36,Online,UPI,Retention,completed
25832,2024-09-08 20:00:00,15821,310,4,0.0,4929.8,4929.8,2741.68,2188.12,Online,Card,Organic,completed
25833,2024-12-21 11:00:00,4947,424,4,0.1,6268.76,5641.88,3516.12,2125.76,Online,Card,Summer,completed
25834,2024-11-03 19:00:00,18622,287,9,0.0,8310.33,8310.33,4540.86,3769.47,Store,Card,Organic,completed
25835,2024-11-28 10:00:00,10282,233,2,0.15,463.6,394.06,219.6,174.46,Store,Card,Summer,completed
25836,2024-06-30 12:00:00,3151,384,6,0.2,4060.38,3248.3,2492.22,756.08,Store,Wallet,Retention,completed
25837,2025-05-11 04:00:00,18994,428,5,0.0,10378.3,10378.3,7155.3,3223.0,Online,Card,Organic,completed
25838,2024-09-30 13:00:00,14151,91,5,0.1,9848.95,8864.06,7429.1,1434.96,Online,Card,Summer,completed
25839,2025-04-15 05:00:00,18548,152,3,0.0,656.31,656.31,335.58,320.73,Store,Bank Transfer,Retention,completed
25840,2025-01-12 15:00:00,19729,223,6,0.05,11787.84,11198.45,7146.42,4052.03,Store,Bank Transfer,NewYear,completed
25841,2024-10-29 20:00:00,959,195,7,0.1,2041.2,0.0,1341.2,0.0,Marketplace,Card,Organic,cancelled
25842,2024-07-02 06:00:00,19105,392,6,0.0,12238.86,12238.86,6325.44,5913.42,Store,Card,NewYear,completed
25843,2024-11-25 15:00:00,6078,357,8,0.15,15212.72,12930.81,8156.16,4774.65,Online,Bank Transfer,Organic,completed
25844,2024-04-06 12:00:00,2528,105,4,0.0,4797.6,4797.6,2462.48,2335.12,Store,Card,Festive,completed
25845,2024-02-24 01:00:00,166,229,4,0.05,2888.92,2744.47,1896.6,847.87,Store,Card,Summer,completed
25846,2025-05-26 00:00:00,11347,367,5,0.0,10986.6,10986.6,6896.5,4090.1,Partner,Card,BackToOffice,completed
25847,2024-11-13 08:00:00,19231,100,3,0.1,4492.86,4043.57,2926.68,1116.89,Online,Bank Transfer,NewYear,completed
25848,2024-02-19 22:00:00,1721,245,3,0.1,2383.14,2144.83,1500.93,643.9,Store,UPI,NewYear,completed
25849,2025-04-13 15:00:00,19230,187,3,0.05,4830.96,4589.41,2910.15,1679.26,Online,Card,Retention,completed
25850,2024-05-13 20:00:00,17849,38,1,0.0,1793.75,1793.75,1174.26,619.49,Partner,UPI,BackToOffice,completed
25851,2024-12-19 23:00:00,15771,444,3,0.0,4655.94,4655.94,2425.71,2230.23,Online,Bank Transfer,NewYear,completed
25852,2025-04-13 20:00:00,14769,298,1,0.1,819.69,737.72,477.72,260.0,Marketplace,Bank Transfer,NewYear,completed
25853,2024-02-03 03:00:00,17830,96,3,0.0,2471.88,2471.88,1328.19,1143.69,Online,Card,BackToOffice,completed
25854,2024-03-07 00:00:00,966,285,7,0.2,4032.7,3226.16,2983.68,242.48,Store,Bank Transfer,NewYear,completed
25855,2024-05-06 05:00:00,10306,49,7,0.1,9645.44,8680.9,7125.3,1555.6,Online,Card,NewYear,completed
25856,2024-06-18 07:00:00,12480,353,2,0.1,3612.08,3250.87,2121.06,1129.81,Store,Card,Festive,completed
25857,2024-04-15 14:00:00,3828,298,9,0.15,7377.21,6270.63,4299.48,1971.15,Store,Card,Organic,completed
25858,2024-06-12 00:00:00,15160,228,8,0.1,10805.76,9725.18,6900.8,2824.38,Partner,Card,Retention,completed
25859,2024-10-17 16:00:00,12989,402,4,0.1,4963.84,0.0,2516.68,0.0,Online,Card,Summer,cancelled
25860,2024-07-19 08:00:00,3899,393,5,0.1,10034.15,9030.74,6559.5,2471.24,Store,UPI,Festive,completed
25861,2024-09-09 00:00:00,6318,115,1,0.0,1452.83,1452.83,814.34,638.49,Online,UPI,BackToOffice,completed
25862,2024-05-03 04:00:00,12781,34,8,0.15,16297.92,0.0,10163.44,0.0,Marketplace,UPI,NewYear,cancelled
25863,2024-11-10 14:00:00,19244,57,1,0.0,1928.71,1928.71,1410.3,518.41,Online,Bank Transfer,Festive,completed
25864,2024-10-14 00:00:00,4917,348,7,0.0,9011.24,9011.24,6440.91,2570.33,Partner,Bank Transfer,Festive,completed
25865,2025-04-11 17:00:00,9192,346,6,0.0,6499.26,6499.26,3673.68,2825.58,Online,Card,BackToOffice,completed
25866,2025-02-16 20:00:00,17247,79,9,0.05,5358.87,5090.93,4042.98,1047.95,Store,Card,Organic,completed
25867,2024-03-05 15:00:00,7191,420,9,0.15,6220.8,5287.68,4616.1,671.58,Online,Card,Summer,completed
25868,2025-05-09 01:00:00,16164,50,1,0.0,1372.8,1372.8,949.68,423.12,Online,Card,Retention,completed
25869,2024-12-16 06:00:00,4357,291,5,0.2,3085.75,2468.6,1618.55,850.05,Online,UPI,NewYear,completed
25870,2024-03-14 22:00:00,17366,299,7,0.0,13389.25,13389.25,6496.77,6892.48,Online,UPI,Organic,completed
25871,2024-10-30 23:00:00,9559,3,5,0.1,5377.2,4839.48,3535.6,1303.88,Online,Bank Transfer,Retention,completed
25872,2025-01-03 11:00:00,3443,237,3,0.0,4114.44,4114.44,1865.88,2248.56,Store,Card,Festive,completed
25873,2024-09-02 17:00:00,8425,216,6,0.0,6222.54,6222.54,4460.82,1761.72,Online,Card,NewYear,completed
25874,2025-02-22 07:00:00,6634,401,6,0.0,10016.88,10016.88,6831.3,3185.58,Online,UPI,Summer,completed
25875,2024-01-20 01:00:00,18753,125,1,0.0,610.32,610.32,437.41,172.91,Online,Card,BackToOffice,completed
25876,2025-06-28 20:00:00,7568,137,4,0.1,2614.48,2353.03,1458.64,894.39,Partner,Card,NewYear,completed
25877,2024-03-29 12:00:00,6805,235,2,0.2,4099.14,3279.31,2429.2,850.11,Marketplace,Card,Retention,completed
25878,2024-09-08 19:00:00,13333,7,3,0.1,2829.78,0.0,2138.82,0.0,Online,Wallet,Summer,cancelled
25879,2024-05-06 01:00:00,17332,278,3,0.0,480.3,480.3,337.92,142.38,Online,Card,BackToOffice,completed
25880,2024-01-04 11:00:00,8036,100,8,0.0,11980.96,11980.96,7804.48,4176.48,Store,Card,Organic,completed
25881,2025-04-10 02:00:00,19721,114,9,0.05,662.49,629.37,497.16,132.21,Marketplace,Card,Festive,completed
25882,2025-02-24 14:00:00,15409,269,4,0.1,6865.12,6178.61,4305.44,1873.17,Store,Card,Festive,completed
25883,2024-04-29 23:00:00,8991,375,4,0.15,7946.88,6754.85,4875.72,1879.13,Online,UPI,Organic,completed
25884,2025-02-26 18:00:00,18895,49,5,0.0,6889.6,6889.6,5089.5,1800.1,Online,Card,Festive,completed
25885,2024-09-04 04:00:00,3369,287,7,0.0,6463.59,6463.59,3531.78,2931.81,Store,Bank Transfer,Organic,completed
25886,2025-04-23 21:00:00,6874,364,6,0.0,1311.9,1311.9,915.24,396.66,Online,Card,BackToOffice,completed
25887,2024-10-02 11:00:00,13452,41,8,0.05,6922.32,6576.2,5260.16,1316.04,Store,Card,BackToOffice,completed
25888,2024-09-16 03:00:00,9224,251,3,0.1,2249.04,2024.14,1357.92,666.22,Store,Card,Summer,completed
25889,2024-05-12 15:00:00,19094,234,8,0.1,3249.36,2924.42,1821.76,1102.66,Online,Card,BackToOffice,completed
25890,2024-03-30 10:00:00,5856,125,7,0.1,4272.24,3845.02,3061.87,783.15,Online,UPI,Retention,completed
25891,2024-10-31 00:00:00,11216,135,3,0.0,1289.67,0.0,605.19,0.0,Online,Card,BackToOffice,cancelled
25892,2024-02-03 13:00:00,12525,97,4,0.1,6126.96,5514.26,3202.8,2311.46,Online,Card,Summer,completed
25893,2025-06-04 05:00:00,19685,264,1,0.15,1594.88,1355.65,923.04,432.61,Marketplace,Bank Transfer,Summer,completed
25894,2024-05-08 20:00:00,4602,253,2,0.0,1442.58,1442.58,871.84,570.74,Online,Card,BackToOffice,completed
25895,2024-02-06 04:00:00,12730,437,7,0.15,8153.95,6930.86,5148.15,1782.71,Online,Card,NewYear,completed
25896,2024-01-08 05:00:00,12618,276,6,0.2,4377.36,3501.89,2012.76,1489.13,Online,UPI,Retention,completed
25897,2024-08-21 17:00:00,13453,37,3,0.1,3085.53,2776.98,2250.09,526.89,Store,Bank Transfer,Retention,completed
25898,2024-03-15 17:00:00,12574,316,1,0.1,1521.55,1369.4,928.99,440.41,Online,Card,BackToOffice,completed
25899,2024-11-16 06:00:00,471,343,2,0.0,1087.28,1087.28,774.7,312.58,Store,Wallet,Summer,completed
25900,2024-08-28 03:00:00,3652,177,9,0.15,12857.22,10928.64,8523.0,2405.64,Store,Card,NewYear,completed
25901,2024-03-14 22:00:00,16737,170,4,0.05,4206.44,3996.12,2260.64,1735.48,Store,UPI,Retention,completed
25902,2024-04-08 14:00:00,5781,239,4,0.2,7262.32,5809.86,3401.44,2408.42,Store,Card,Festive,completed
25903,2024-02-08 08:00:00,19980,79,7,0.05,4168.01,3959.61,3144.54,815.07,Online,Card,Summer,completed
25904,2024-10-17 05:00:00,1315,347,8,0.0,13322.64,13322.64,7915.2,5407.44,Store,Card,Festive,completed
25905,2024-05-05 15:00:00,3082,429,4,0.0,5528.56,5528.56,2800.32,2728.24,Marketplace,UPI,Retention,completed
25906,2024-08-10 16:00:00,7369,287,8,0.2,7386.96,5909.57,4036.32,1873.25,Store,Card,BackToOffice,completed
25907,2025-02-16 21:00:00,18955,258,2,,2509.04,2509.04,1362.72,1146.32,Online,UPI,BackToOffice,completed
25908,2024-02-29 10:00:00,18052,295,7,0.0,14648.97,14648.97,7364.77,7284.2,Online,Card,NewYear,completed
25909,2024-03-25 05:00:00,14485,416,9,0.05,4733.91,4497.21,3262.68,1234.53,Online,UPI,Retention,completed
25910,2024-05-23 08:00:00,10199,38,5,0.0,8968.75,8968.75,5871.3,3097.45,Online,UPI,Festive,completed
25911,2025-05-22 01:00:00,5830,423,6,0.0,5940.0,5940.0,3751.92,2188.08,Online,Card,BackToOffice,completed
25912,2024-11-16 04:00:00,563,334,2,0.15,2826.58,2402.59,2070.56,332.03,Online,UPI,Festive,completed
25913,2024-06-28 06:00:00,2902,326,7,0.0,2497.25,2497.25,1216.32,1280.93,Online,Card,BackToOffice,returned
25914,2025-02-24 06:00:00,18774,204,5,0.0,9100.9,9100.9,7454.6,1646.3,Online,UPI,Retention,completed
25915,2024-11-11 02:00:00,11169,26,1,0.1,392.08,352.87,205.91,146.96,Online,Card,Retention,completed
25916,2024-06-01 22:00:00,2133,80,2,0.15,734.3,624.16,521.46,102.7,Online,Card,Summer,completed
25917,2024-03-16 05:00:00,2748,54,7,0.1,1570.38,1413.34,725.76,687.58,Partner,Card,Retention,completed
25918,2025-03-14 22:00:00,292,45,6,0.15,12966.48,11021.51,9454.44,1567.07,Store,Bank Transfer,NewYear,completed
25919,2025-05-19 13:00:00,15493,76,2,0.15,3033.22,2578.24,2193.56,384.68,Online,Card,Summer,completed
25920,2024-10-10 10:00:00,17937,317,1,0.0,1053.43,1053.43,763.97,289.46,Store,Card,NewYear,completed
25921,2024-05-04 20:00:00,9956,167,1,0.1,82.52,74.27,64.83,9.44,Marketplace,UPI,Festive,completed
25922,2025-04-04 06:00:00,8956,194,4,0.1,5574.52,5017.07,3581.28,1435.79,Marketplace,Card,Retention,completed
25923,2025-01-16 10:00:00,6985,310,9,0.05,11092.05,10537.45,6168.78,4368.67,Online,Card,NewYear,completed
25924,2025-01-09 01:00:00,8376,253,8,0.1,5770.32,5193.29,3487.36,1705.93,Online,Bank Transfer,BackToOffice,completed
25925,2025-01-20 05:00:00,2400,108,2,0.0,1051.36,1051.36,608.58,442.78,Online,Card,NewYear,completed
25926,2025-02-02 19:00:00,14150,405,9,0.05,1351.44,1283.87,949.23,334.64,Online,Card,Organic,completed
25927,2024-06-17 00:00:00,15076,410,8,0.15,16730.72,14221.11,9487.6,4733.51,Online,Wallet,Summer,completed
25928,2024-10-15 21:00:00,5370,393,3,0.0,6020.49,6020.49,3935.7,2084.79,Store,Wallet,Festive,completed
25929,2024-04-01 10:00:00,6528,395,5,0.0,2841.95,0.0,2153.55,0.0,Online,UPI,NewYear,cancelled
25930,2024-09-01 04:00:00,5632,33,5,0.1,7272.05,6544.84,3619.65,2925.19,Online,Wallet,BackToOffice,completed
25931,2024-03-13 10:00:00,15132,435,5,0.1,2722.6,2450.34,1881.4,568.94,Store,UPI,Summer,completed
25932,2024-11-08 17:00:00,9650,188,1,0.0,710.44,0.0,341.16,0.0,Marketplace,Card,Festive,cancelled
25933,2024-04-21 19:00:00,15725,158,3,0.0,6366.96,6366.96,3730.23,2636.73,Online,UPI,Festive,completed
25934,2024-05-13 07:00:00,6308,44,4,0.05,7820.48,7429.46,4103.84,3325.62,Online,Card,NewYear,completed
25935,2024-02-03 01:00:00,5104,206,2,0.0,3130.62,3130.62,2491.92,638.7,Online,Card,BackToOffice,completed
25936,2024-10-28 03:00:00,18401,100,8,0.0,11980.96,11980.96,7804.48,4176.48,Partner,UPI,BackToOffice,completed
25937,2024-09-29 08:00:00,3747,32,3,0.0,5556.96,5556.96,2925.27,2631.69,Online,UPI,BackToOffice,completed
25938,2024-05-14 00:00:00,11750,220,9,,6473.88,6473.88,4572.45,1901.43,Store,Card,Summer,completed
25939,2024-03-16 05:00:00,6124,73,1,0.1,1948.89,1754.0,1268.11,485.89,Store,Bank Transfer,Summer,returned
25940,2025-03-25 15:00:00,8386,356,3,0.05,4527.51,4301.13,2198.82,2102.31,Marketplace,Card,BackToOffice,completed
25941,2024-10-03 19:00:00,7804,308,7,0.15,13602.05,11561.74,8169.91,3391.83,Online,Card,NewYear,completed
25942,2024-12-16 20:00:00,17151,93,1,0.0,1969.26,1969.26,896.89,1072.37,Marketplace,Bank Transfer,Organic,completed
25943,2024-08-13 12:00:00,6991,264,3,0.05,4784.64,4545.41,2769.12,1776.29,Online,Wallet,BackToOffice,completed
25944,2024-02-10 00:00:00,15618,60,2,0.15,2454.12,2086.0,1267.96,818.04,Online,Card,Summer,completed
25945,2025-03-05 15:00:00,3064,356,2,0.05,3018.34,2867.42,1465.88,1401.54,Store,Card,Retention,completed
25946,2024-08-17 04:00:00,2158,18,5,0.15,2261.8,1922.53,1454.75,467.78,Partner,UPI,BackToOffice,completed
25947,2025-06-09 05:00:00,15394,18,2,0.0,904.72,904.72,581.9,322.82,Online,Card,Festive,completed
25948,2024-02-24 15:00:00,10570,406,1,0.0,731.15,731.15,459.16,271.99,Store,UPI,Organic,completed
25949,2024-11-11 05:00:00,9590,207,3,0.2,687.81,550.25,435.54,114.71,Online,UPI,NewYear,completed
25950,2024-02-12 00:00:00,448,333,2,0.0,1139.14,1139.14,831.68,307.46,Online,Wallet,BackToOffice,completed
25951,2025-05-03 15:00:00,13384,419,2,0.0,2160.2,2160.2,1347.08,813.12,Store,UPI,NewYear,completed
25952,2024-05-02 23:00:00,197,72,4,0.05,5257.2,4994.34,3815.08,1179.26,Store,UPI,Summer,completed
25953,2025-06-25 22:00:00,9151,315,5,0.15,8703.5,7397.98,6561.0,836.98,Store,UPI,Festive,completed
25954,2024-04-18 19:00:00,13224,274,7,0.1,4082.54,3674.29,2840.6,833.69,Online,Card,BackToOffice,completed
25955,2025-03-24 07:00:00,6374,427,5,0.05,9633.65,9151.97,5938.55,3213.42,Online,Card,Retention,completed
25956,2024-01-30 08:00:00,16697,255,7,0.05,2168.6,2060.17,1081.08,979.09,Online,Wallet,Retention,completed
25957,2024-07-13 23:00:00,3839,427,1,0.15,1926.73,1637.72,1187.71,450.01,Store,Card,Retention,completed
25958,2025-02-10 13:00:00,5265,343,7,0.1,3805.48,3424.93,2711.45,713.48,Store,Card,Summer,completed
25959,2024-01-09 02:00:00,1848,301,7,0.05,5991.72,5692.13,3389.54,2302.59,Online,Card,Festive,completed
25960,2024-12-17 11:00:00,11911,272,2,0.05,1195.24,1135.48,913.62,221.86,Partner,Wallet,BackToOffice,completed
25961,2025-02-04 02:00:00,18102,233,1,0.05,231.8,220.21,109.8,110.41,Online,UPI,Festive,completed
25962,2025-01-11 02:00:00,5296,252,4,0.0,1683.76,1683.76,1347.88,335.88,Marketplace,Card,Organic,completed
25963,2025-02-27 08:00:00,10728,23,4,0.1,5734.68,5161.21,3258.6,1902.61,Online,Card,Retention,completed
25964,2025-03-26 13:00:00,7724,434,9,0.0,9821.34,9821.34,4967.73,4853.61,Online,Card,Summer,completed
25965,2025-01-05 17:00:00,2411,375,4,0.05,7946.88,7549.54,4875.72,2673.82,Online,UPI,Festive,completed
25966,2024-06-06 02:00:00,10957,229,5,0.0,3611.15,3611.15,2370.75,1240.4,Online,Card,Summer,returned
25967,2024-08-05 22:00:00,19010,69,8,0.05,8162.56,7754.43,6502.16,1252.27,Store,Wallet,Festive,completed
25968,2024-02-27 04:00:00,5670,108,1,0.0,525.68,0.0,304.29,0.0,Marketplace,Card,NewYear,cancelled
25969,2024-01-18 00:00:00,9733,348,8,0.1,10298.56,9268.7,7361.04,1907.66,Online,Card,Summer,completed
25970,2024-10-29 16:00:00,17342,406,8,0.0,5849.2,5849.2,3673.28,2175.92,Online,UPI,BackToOffice,completed
25971,2025-02-28 00:00:00,4859,292,1,0.0,988.23,988.23,716.26,271.97,Marketplace,Card,BackToOffice,completed
25972,2024-12-21 02:00:00,2986,391,4,0.0,221.48,221.48,144.48,77.0,Store,Bank Transfer,NewYear,completed
25973,2025-02-22 14:00:00,16000,430,1,0.05,675.95,642.15,363.55,278.6,Partner,Bank Transfer,Retention,completed
25974,2024-10-30 18:00:00,14023,306,8,0.0,6867.44,6867.44,3461.36,3406.08,Store,Bank Transfer,Organic,completed
25975,2025-04-08 02:00:00,19748,232,1,0.0,2167.02,2167.02,1718.81,448.21,Partner,Bank Transfer,NewYear,completed
25976,2024-12-31 09:00:00,9566,226,6,0.05,771.42,732.85,421.68,311.17,Store,Bank Transfer,Festive,completed
25977,2025-05-22 14:00:00,7957,55,7,0.15,1863.4,1583.89,930.16,653.73,Partner,UPI,Summer,completed
25978,2024-01-23 04:00:00,16613,325,8,0.05,15320.24,14554.23,7964.48,6589.75,Online,Card,Festive,completed
25979,2024-11-10 21:00:00,17039,130,2,0.05,3861.14,3668.08,1927.24,1740.84,Online,UPI,Festive,completed
25980,2024-01-24 09:00:00,7993,265,9,0.2,10766.79,8613.43,5680.17,2933.26,Store,UPI,NewYear,completed
25981,2024-01-08 19:00:00,9216,422,2,0.05,3034.02,2882.32,1664.18,1218.14,Marketplace,Card,Organic,completed
25982,2024-02-25 03:00:00,14592,197,4,0.15,6789.56,5771.13,4472.4,1298.73,Marketplace,Card,Organic,completed
25983,2024-10-14 06:00:00,10490,29,1,0.05,1784.81,1695.57,1010.9,684.67,Online,Wallet,Summer,completed
25984,2025-06-22 19:00:00,4044,307,9,0.1,3561.48,3205.33,1837.53,1367.8,Online,Card,Organic,returned
25985,2025-04-24 03:00:00,9557,22,9,0.05,6440.04,6118.04,4133.43,1984.61,Online,Card,Summer,completed
25986,2024-08-02 03:00:00,2872,447,4,0.15,5745.0,0.0,2650.32,0.0,Online,Card,Retention,cancelled
25987,2024-12-19 05:00:00,6555,249,7,0.0,4416.44,4416.44,2931.81,1484.63,Partner,Bank Transfer,NewYear,completed
25988,2024-09-07 01:00:00,13067,159,7,0.0,3700.76,3700.76,2179.03,1521.73,Online,Card,Festive,completed
25989,2024-05-17 06:00:00,10434,282,7,0.15,9789.08,8320.72,5454.61,2866.11,Store,Card,NewYear,completed
25990,2024-01-14 17:00:00,1891,97,9,0.1,13785.66,12407.09,7206.3,5200.79,Online,Card,BackToOffice,returned
25991,2024-10-07 02:00:00,16725,132,2,0.05,2319.94,2203.94,1405.5,798.44,Online,Bank Transfer,Retention,completed
25992,2024-03-13 18:00:00,12505,147,8,0.1,5245.28,4720.75,3214.72,1506.03,Online,Card,Organic,returned
25993,2025-03-21 08:00:00,18543,342,1,0.0,2153.66,2153.66,1403.5,750.16,Online,Card,Summer,completed
25994,2024-10-28 05:00:00,5918,182,9,0.1,385.74,347.17,291.42,55.75,Partner,Bank Transfer,NewYear,returned
25995,2025-03-29 01:00:00,12324,138,2,0.0,2280.18,2280.18,1341.58,938.6,Marketplace,Card,Summer,completed
25996,2025-06-01 21:00:00,5574,334,6,0.05,8479.74,8055.75,6211.68,1844.07,Store,Card,Retention,completed
25997,2024-11-20 05:00:00,19094,65,3,0.0,2652.27,2652.27,1221.54,1430.73,Online,Card,Festive,completed
25998,2025-06-08 20:00:00,19825,60,6,0.0,7362.36,7362.36,3803.88,3558.48,Online,Bank Transfer,NewYear,completed
25999,2024-07-19 15:00:00,17110,346,5,0.1,5416.05,0.0,3061.4,0.0,Online,Card,Retention,cancelled
26000,2024-12-15 18:00:00,18876,446,6,0.0,5258.04,5258.04,3150.84,2107.2,Store,UPI,Festive,completed
26001,2024-01-23 20:00:00,24,331,8,0.0,11916.32,11916.32,6848.48,5067.84,Store,Bank Transfer,NewYear,completed
26002,2025-03-04 05:00:00,10458,286,6,0.05,8211.0,7800.45,6454.26,1346.19,Online,Bank Transfer,Summer,completed
26003,2025-05-07 20:00:00,4995,159,9,0.15,4758.12,4044.4,2801.61,1242.79,Marketplace,Card,Summer,completed
26004,2024-12-22 13:00:00,11260,171,7,0.15,11346.86,9644.83,6978.02,2666.81,Store,Card,Organic,completed
26005,2024-01-08 00:00:00,17209,223,2,0.15,3929.28,3339.89,2382.14,957.75,Store,UPI,Festive,completed
26006,2024-08-09 23:00:00,17894,358,6,0.15,11745.36,9983.56,8354.58,1628.98,Online,Bank Transfer,Retention,completed
26007,2024-09-24 02:00:00,10555,91,7,0.2,13788.53,11030.82,10400.74,630.08,Online,Wallet,BackToOffice,completed
26008,2024-02-09 04:00:00,6499,104,7,0.1,3762.43,3386.19,2992.92,393.27,Marketplace,Card,Retention,completed
26009,2024-12-24 14:00:00,5135,369,4,0.15,6188.88,5260.55,5061.32,199.23,Partner,Bank Transfer,NewYear,completed
26010,2024-08-21 00:00:00,11560,169,5,0.05,1854.65,1761.92,1348.9,413.02,Online,Card,NewYear,completed
26011,2025-06-09 08:00:00,16502,259,5,0.15,10186.85,8658.82,5084.1,3574.72,Online,Wallet,Summer,completed
26012,2024-03-23 09:00:00,11231,212,1,0.05,1492.13,1417.52,881.86,535.66,Store,Wallet,Festive,completed
26013,2025-04-29 08:00:00,18873,120,8,0.15,6254.88,5316.65,2875.52,2441.13,Online,Bank Transfer,NewYear,completed
26014,2025-01-08 06:00:00,13740,50,6,0.0,8236.8,8236.8,5698.08,2538.72,Online,Card,BackToOffice,completed
26015,2024-04-10 21:00:00,2785,274,5,0.1,2916.1,2624.49,2029.0,595.49,Store,Wallet,BackToOffice,completed
26016,2024-11-20 21:00:00,18076,138,8,0.05,9120.72,8664.68,5366.32,3298.36,Partner,Card,BackToOffice,completed
26017,2024-07-28 18:00:00,2402,127,5,0.05,5948.05,5650.65,3895.9,1754.75,Online,Card,Summer,completed
26018,2025-05-15 09:00:00,5700,133,8,0.0,13752.4,13752.4,7723.04,6029.36,Online,UPI,NewYear,completed
26019,2024-07-04 02:00:00,14249,140,5,0.0,9292.1,0.0,4770.25,0.0,Marketplace,Wallet,Festive,cancelled
26020,2025-03-30 22:00:00,17263,342,6,0.0,12921.96,12921.96,8421.0,4500.96,Store,Bank Transfer,BackToOffice,returned
26021,2024-12-25 20:00:00,2508,5,7,0.0,3237.5,3237.5,1589.07,1648.43,Online,Card,Summer,completed
26022,2024-12-08 11:00:00,15970,150,9,0.15,14939.82,12698.85,10280.07,2418.78,Online,UPI,Festive,completed
26023,2024-05-17 09:00:00,18027,57,9,0.0,17358.39,17358.39,12692.7,4665.69,Online,Card,Festive,completed
26024,2024-09-03 10:00:00,1647,356,9,0.05,13582.53,12903.4,6596.46,6306.94,Marketplace,UPI,Retention,completed
26025,2025-04-30 01:00:00,9744,415,5,0.2,2484.2,1987.36,1172.75,814.61,Store,Bank Transfer,Festive,completed
26026,2025-01-23 20:00:00,10771,52,8,0.15,10742.16,9130.84,7445.04,1685.8,Online,Card,Organic,completed
26027,2025-06-14 19:00:00,3690,232,3,0.0,6501.06,6501.06,5156.43,1344.63,Partner,UPI,Summer,completed
26028,2024-07-27 18:00:00,12191,125,3,0.15,1830.96,1556.32,1312.23,244.09,Store,UPI,Organic,completed
26029,2024-05-16 11:00:00,7240,113,6,0.15,7356.84,6253.31,3871.26,2382.05,Online,UPI,Organic,completed
26030,2024-10-31 07:00:00,6309,11,2,0.15,3529.3,2999.9,2534.98,464.92,Store,Card,Retention,completed
26031,2025-05-26 08:00:00,15524,321,2,0.0,284.16,284.16,153.54,130.62,Online,Bank Transfer,Summer,completed
26032,2024-03-28 04:00:00,16483,197,4,0.0,6789.56,6789.56,4472.4,2317.16,Marketplace,Card,BackToOffice,returned
26033,2025-01-10 15:00:00,13780,391,7,0.0,387.59,387.59,252.84,134.75,Store,UPI,Summer,completed
26034,2024-04-30 23:00:00,14662,23,5,0.0,7168.35,7168.35,4073.25,3095.1,Online,UPI,Festive,completed
26035,2025-04-01 19:00:00,2647,340,5,0.05,6277.25,5963.39,3349.75,2613.64,Online,Card,NewYear,returned
26036,2024-12-20 14:00:00,4159,196,6,0.05,11393.04,10823.39,9215.46,1607.93,Online,Card,Retention,completed
26037,2024-05-25 13:00:00,10574,6,5,0.0,1166.1,1166.1,562.0,604.1,Store,UPI,Summer,completed
26038,2024-03-02 16:00:00,14478,401,9,0.1,15025.32,13522.79,10246.95,3275.84,Marketplace,Card,NewYear,completed
26039,2024-02-13 16:00:00,11941,86,5,0.0,1556.95,1556.95,953.55,603.4,Online,Card,Organic,completed
26040,2024-12-08 22:00:00,5015,330,4,0.05,5194.96,4935.21,3604.16,1331.05,Partner,Card,Retention,completed
26041,2024-07-14 01:00:00,12793,449,6,0.05,12195.96,11586.16,6789.42,4796.74,Marketplace,Bank Transfer,NewYear,completed
26042,2025-05-27 00:00:00,12339,162,7,0.1,605.29,544.76,404.25,140.51,Online,Card,Summer,completed
