order_id,order_date,customer_id,product_id,quantity,discount,sales,city,segment,age,category,unit_price,month
3167,2024-02-21,2701,119,5,0.0,1143.7,Boston,Consumer,38,Technology,228.74,2024-02
3168,2024-08-23,485,33,1,0.05,332.36,Austin,Home Office,29,Furniture,349.85,2024-08
3169,2024-05-28,2454,95,3,0.0,1821.84,Austin,Home Office,20,Technology,607.28,2024-05
3170,2025-02-11,7358,138,5,0.0,409.9,Chicago,Consumer,22,Furniture,81.98,2025-02
3171,2024-04-27,980,27,5,0.0,2856.25,Seattle,Corporate,25,Technology,571.25,2024-04
3172,2024-09-21,305,89,2,0.0,1038.72,Seattle,Corporate,52,Technology,519.36,2024-09
3173,2025-01-28,10604,77,3,0.05,1071.94,Seattle,Consumer,67,Office Supplies,376.12,2025-01
3174,2024-03-20,4867,138,3,0.0,245.94,Austin,Consumer,20,Furniture,81.98,2024-03
3175,2025-06-18,8292,102,7,0.05,2469.21,Chicago,Consumer,31,Technology,371.31,2025-06
3176,2024-05-29,7374,135,5,0.0,3915.6,Austin,Corporate,57,Furniture,783.12,2024-05
3177,2024-05-10,9813,106,1,0.05,472.17,Austin,Consumer,64,Office Supplies,497.02,2024-05
3178,2025-04-22,5900,45,2,0.0,1619.4,Boston,Home Office,20,Furniture,809.7,2025-04
3179,2024-07-31,10936,103,1,0.05,898.33,New York,Consumer,63,Office Supplies,945.61,2024-07
3180,2024-11-08,4689,164,2,0.0,2345.56,New York,Consumer,32,Technology,1172.78,2024-11
3181,2024-01-08,11227,74,2,0.1,959.67,Boston,Consumer,64,Furniture,533.15,2024-01
3182,2024-10-08,5832,139,4,0.1,3085.13,New York,Consumer,36,Technology,856.98,2024-10
3183,2024-08-01,3392,120,6,0.05,5092.04,Seattle,Corporate,32,Furniture,893.34,2024-08
3184,2025-04-14,4169,16,7,0.0,5644.03,Seattle,Home Office,24,Furniture,806.29,2025-04
3185,2024-05-28,7087,16,4,0.0,3225.16,Austin,Consumer,56,Furniture,806.29,2024-05
3186,2025-02-23,4244,104,6,0.0,1367.34,New York,Consumer,35,Office Supplies,227.89,2025-02
3187,2024-11-19,1094,35,5,0.0,3315.0,Austin,Corporate,24,Office Supplies,663.0,2024-11
3188,2025-01-14,10479,75,3,0.05,1816.22,Seattle,Corporate,43,Technology,637.27,2025-01
3189,2024-01-07,9459,81,5,0.05,4232.63,San Diego,Consumer,22,Office Supplies,891.08,2024-01
3190,2024-05-14,6423,83,3,0.05,2203.25,Chicago,Consumer,29,Office Supplies,773.07,2024-05
3191,2024-03-14,8844,131,3,0.0,2650.11,Chicago,Corporate,39,Furniture,883.37,2024-03
3192,2024-05-23,1255,67,7,0.0,4476.78,Seattle,Consumer,64,Office Supplies,639.54,2024-05
3193,2024-11-13,5739,19,7,0.0,109.48,Chicago,Consumer,63,Technology,15.64,2024-11
3194,2024-02-18,673,90,5,0.0,3342.9,Seattle,Consumer,27,Technology,668.58,2024-02
3195,2025-02-23,11898,156,5,0.0,4763.9,Austin,Consumer,19,Technology,952.78,2025-02
3196,2024-07-25,3446,65,5,0.1,2426.45,San Diego,Consumer,34,Office Supplies,539.21,2024-07
3197,2024-10-22,11846,138,6,0.0,491.88,San Diego,Consumer,44,Furniture,81.98,2024-10
3198,2025-01-03,9696,84,1,0.05,537.12,Seattle,Corporate,52,Technology,565.39,2025-01
3199,2024-11-19,11257,35,3,0.1,1790.1,New York,Consumer,58,Office Supplies,663.0,2024-11
3200,2024-03-24,2577,99,1,0.15,1006.97,Chicago,Consumer,61,Furniture,1184.67,2024-03
3201,2024-11-15,4649,87,4,0.0,1960.2,Chicago,Consumer,65,Technology,490.05,2024-11
3202,2024-09-10,6927,132,3,0.05,3418.63,Austin,Corporate,44,Technology,1199.52,2024-09
3203,2024-07-17,8241,124,3,0.1,102.87,San Diego,Consumer,24,Furniture,38.1,2024-07
3204,2024-01-01,4619,28,6,0.0,5668.62,Seattle,Home Office,49,Office Supplies,944.77,2024-01
3205,2024-07-30,698,11,2,0.05,1753.83,Seattle,Consumer,24,Furniture,923.07,2024-07
3206,2025-05-10,743,25,7,0.15,207.89,Seattle,Consumer,31,Technology,34.94,2025-05
3207,2025-01-30,9193,121,3,0.1,2165.64,Boston,Consumer,55,Technology,802.09,2025-01
3208,2024-10-07,7689,90,2,0.1,1203.44,New York,Consumer,58,Technology,668.58,2024-10
3209,2024-11-18,2937,68,2,0.05,1851.47,San Diego,Consumer,26,Technology,974.46,2024-11
3210,2024-11-29,10193,86,5,0.05,2128.28,New York,Home Office,67,Office Supplies,448.06,2024-11
3211,2024-07-16,7178,1,7,0.0,8272.18,San Diego,Consumer,62,Furniture,1181.74,2024-07
3212,2025-03-25,1258,102,7,0.1,2339.25,Seattle,Home Office,27,Technology,371.31,2025-03
3213,2024-07-10,5927,30,2,0.1,518.94,San Diego,Consumer,52,Office Supplies,288.3,2024-07
3214,2024-06-25,4118,111,7,0.0,4608.59,New York,Consumer,52,Technology,658.37,2024-06
3215,2024-06-06,7600,29,2,0.1,482.22,Chicago,Corporate,34,Office Supplies,267.9,2024-06
3216,2024-05-22,7184,50,4,0.0,3399.96,Chicago,Consumer,38,Technology,849.99,2024-05
3217,2024-09-18,7556,170,1,0.1,363.74,New York,Consumer,41,Office Supplies,404.16,2024-09
3218,2024-01-24,5636,117,2,0.05,1469.57,Seattle,Consumer,66,Technology,773.46,2024-01
3219,2024-11-08,11099,160,3,0.0,1831.56,New York,Home Office,66,Furniture,610.52,2024-11
3220,2025-02-02,217,90,7,0.0,4680.06,New York,Consumer,53,Technology,668.58,2025-02
3221,2025-05-19,9855,131,2,0.05,1678.4,Seattle,Home Office,38,Furniture,883.37,2025-05
3222,2024-08-18,8663,90,2,0.05,1270.3,Seattle,Corporate,50,Technology,668.58,2024-08
3223,2025-06-03,926,114,2,0.0,748.76,Boston,Consumer,33,Technology,374.38,2025-06
3224,2024-03-24,8377,107,2,0.0,768.94,Chicago,Consumer,64,Technology,384.47,2024-03
3225,2024-04-14,736,1,4,0.0,4726.96,San Diego,Home Office,45,Furniture,1181.74,2024-04
3226,2024-01-25,10803,111,2,0.15,1119.23,Chicago,Consumer,58,Technology,658.37,2024-01
3227,2024-07-24,8128,24,3,0.0,248.94,Seattle,Consumer,27,Technology,82.98,2024-07
3228,2024-03-04,2681,112,4,0.0,442.56,New York,Consumer,38,Technology,110.64,2024-03
3229,2024-10-05,4143,22,6,0.0,4062.54,New York,Consumer,40,Technology,677.09,2024-10
3230,2024-12-25,11636,150,1,0.0,705.26,Chicago,Corporate,31,Office Supplies,705.26,2024-12
3231,2024-06-20,1806,106,3,0.15,1267.4,New York,Corporate,33,Office Supplies,497.02,2024-06
3232,2025-03-26,6963,90,4,0.05,2540.6,Austin,Corporate,41,Technology,668.58,2025-03
3233,2024-06-21,3813,169,7,0.05,1300.94,San Diego,Corporate,43,Technology,195.63,2024-06
3234,2024-12-21,1758,170,7,0.1,2546.21,Seattle,Consumer,43,Office Supplies,404.16,2024-12
3235,2024-12-28,773,51,7,0.1,217.35,New York,Consumer,49,Technology,34.5,2024-12
3236,2024-01-12,11655,171,4,0.1,3450.71,San Diego,Consumer,27,Technology,958.53,2024-01
3237,2024-02-10,3406,77,1,0.1,338.51,Austin,Corporate,51,Office Supplies,376.12,2024-02
3238,2024-09-14,7267,61,7,0.05,6766.24,San Diego,Corporate,34,Technology,1017.48,2024-09
3239,2024-07-07,675,170,5,0.1,1818.72,Seattle,Corporate,24,Office Supplies,404.16,2024-07
3240,2024-04-16,9385,159,7,0.1,6434.13,Austin,Consumer,26,Office Supplies,1021.29,2024-04
3241,2025-05-18,9835,154,7,0.15,1381.23,New York,Consumer,30,Furniture,232.14,2025-05
3242,2025-06-27,11149,76,6,0.1,3563.62,Boston,Consumer,58,Office Supplies,659.93,2025-06
3243,2024-01-18,9497,107,3,0.05,1095.74,Austin,Corporate,20,Technology,384.47,2024-01
3244,2024-03-09,5106,176,5,0.0,870.65,Seattle,Consumer,44,Technology,174.13,2024-03
3245,2024-08-05,2277,8,5,0.15,3323.37,Chicago,Consumer,51,Furniture,781.97,2024-08
3246,2024-08-31,11950,167,7,0.05,4966.29,Boston,Home Office,62,Furniture,746.81,2024-08
3247,2024-12-09,8714,169,2,0.1,352.13,Boston,Consumer,52,Technology,195.63,2024-12
3248,2024-05-22,8906,80,4,0.0,176.92,Seattle,Corporate,18,Office Supplies,44.23,2024-05
3249,2024-01-08,2083,7,5,0.05,5402.7,Chicago,Consumer,35,Technology,1137.41,2024-01
3250,2024-04-22,11860,63,2,0.1,594.72,New York,Corporate,41,Technology,330.4,2024-04
3251,2024-07-24,10684,20,3,0.0,582.21,New York,Corporate,20,Technology,194.07,2024-07
3252,2025-03-14,5578,124,7,0.0,266.7,Boston,Consumer,68,Furniture,38.1,2025-03
3253,2024-08-20,9133,65,1,0.1,485.29,Boston,Corporate,29,Office Supplies,539.21,2024-08
3254,2024-05-30,9642,67,4,0.05,2430.25,San Diego,Consumer,34,Office Supplies,639.54,2024-05
3255,2024-06-08,9800,102,5,0.05,1763.72,San Diego,Home Office,43,Technology,371.31,2024-06
3256,2024-09-28,9569,119,7,0.05,1521.12,Austin,Consumer,64,Technology,228.74,2024-09
3257,2024-03-14,10900,24,2,0.05,157.66,Austin,Consumer,49,Technology,82.98,2024-03
3258,2024-01-07,9621,76,3,0.0,1979.79,Chicago,Home Office,30,Office Supplies,659.93,2024-01
3259,2024-08-07,63,17,1,0.15,905.5,Austin,Consumer,53,Furniture,1065.29,2024-08
3260,2024-05-25,3199,91,3,0.05,3306.11,Boston,Consumer,28,Technology,1160.04,2024-05
3261,2025-03-27,10358,60,7,0.15,1838.85,Seattle,Consumer,66,Furniture,309.05,2025-03
3262,2024-03-06,4137,69,6,0.1,3689.01,Boston,Corporate,54,Technology,683.15,2024-03
3263,2024-04-26,11927,33,3,0.0,1049.55,New York,Consumer,25,Furniture,349.85,2024-04
3264,2024-07-23,7099,144,5,0.1,878.76,Chicago,Corporate,47,Technology,195.28,2024-07
3265,2025-04-13,6314,51,7,0.0,241.5,New York,Consumer,31,Technology,34.5,2025-04
3266,2024-09-01,9295,109,4,0.1,3847.5,Chicago,Home Office,26,Office Supplies,1068.75,2024-09
3267,2024-01-10,1342,117,3,0.05,2204.36,New York,Consumer,67,Technology,773.46,2024-01
3268,2024-03-20,9554,123,7,0.0,2918.37,Austin,Corporate,53,Technology,416.91,2024-03
3269,2024-11-29,5699,2,6,0.05,3958.76,San Diego,Corporate,69,Office Supplies,694.52,2024-11
3270,2024-04-10,6562,148,4,0.1,3673.44,Seattle,Consumer,47,Office Supplies,1020.4,2024-04
3271,2024-07-15,6726,118,1,0.15,836.05,Seattle,Consumer,55,Office Supplies,983.59,2024-07
3272,2025-02-25,6639,144,1,0.0,195.28,San Diego,Consumer,27,Technology,195.28,2025-02
3273,2024-12-31,7657,134,1,0.05,597.83,San Diego,Home Office,51,Technology,629.3,2024-12
3274,2024-06-10,1997,92,5,0.0,1444.05,Seattle,Consumer,23,Furniture,288.81,2024-06
3275,2025-01-24,10286,134,2,0.0,1258.6,Chicago,Corporate,41,Technology,629.3,2025-01
3276,2024-02-29,10596,46,1,0.0,676.08,Chicago,Consumer,31,Technology,676.08,2024-02
3277,2024-10-20,1219,62,5,0.1,318.6,San Diego,Consumer,51,Office Supplies,70.8,2024-10
3278,2024-05-05,8537,66,4,0.0,3064.52,Seattle,Consumer,56,Office Supplies,766.13,2024-05
3279,2024-03-05,584,71,4,0.05,2454.88,New York,Consumer,36,Office Supplies,646.02,2024-03
3280,2024-11-13,5503,100,2,0.15,508.93,New York,Consumer,49,Furniture,299.37,2024-11
3281,2024-03-02,5489,133,2,0.05,940.84,Boston,Consumer,64,Furniture,495.18,2024-03
3282,2024-08-25,10349,43,2,0.0,1926.02,San Diego,Home Office,18,Office Supplies,963.01,2024-08
3283,2025-06-26,5453,60,5,0.1,1390.72,Boston,Consumer,22,Furniture,309.05,2025-06
3284,2024-03-21,11521,141,7,0.1,1950.54,San Diego,Consumer,40,Furniture,309.61,2024-03
3285,2024-05-19,10861,141,7,0.05,2058.91,New York,Corporate,69,Furniture,309.61,2024-05
3286,2024-02-26,3169,42,1,0.15,735.55,San Diego,Consumer,43,Technology,865.35,2024-02
3287,2025-02-10,2053,19,5,0.0,78.2,Austin,Home Office,64,Technology,15.64,2025-02
3288,2024-06-26,3068,61,6,0.0,6104.88,San Diego,Consumer,55,Technology,1017.48,2024-06
3289,2024-05-14,1907,22,1,0.0,677.09,Chicago,Corporate,55,Technology,677.09,2024-05
3290,2025-04-18,9174,114,5,0.0,1871.9,Seattle,Corporate,61,Technology,374.38,2025-04
3291,2024-12-26,1401,130,4,0.0,2782.2,Boston,Consumer,35,Technology,695.55,2024-12
3292,2024-07-08,7666,126,2,0.05,653.85,Austin,Consumer,52,Technology,344.13,2024-07
3293,2024-12-24,5439,62,6,0.0,424.8,Austin,Corporate,24,Office Supplies,70.8,2024-12
3294,2024-10-31,3506,72,7,0.05,5878.0,Boston,Corporate,28,Office Supplies,883.91,2024-10
3295,2025-06-29,11291,88,5,0.0,3556.9,San Diego,Corporate,49,Furniture,711.38,2025-06
3296,2025-03-03,4295,137,2,0.0,1914.86,Boston,Consumer,58,Technology,957.43,2025-03
3297,2024-10-24,651,172,4,0.05,1880.85,Austin,Corporate,47,Technology,494.96,2024-10
3298,2024-09-30,3563,163,4,0.0,4413.84,Austin,Consumer,40,Technology,1103.46,2024-09
3299,2024-05-28,1781,62,7,0.15,421.26,New York,Corporate,45,Office Supplies,70.8,2024-05
3300,2025-06-07,6038,30,6,0.0,1729.8,Chicago,Consumer,34,Office Supplies,288.3,2025-06
3301,2024-07-05,11262,10,5,0.0,819.0,Austin,Consumer,39,Furniture,163.8,2024-07
3302,2024-06-13,49,165,6,0.0,1148.1,San Diego,Consumer,34,Office Supplies,191.35,2024-06
3303,2024-11-22,2577,170,5,0.1,1818.72,Chicago,Consumer,61,Office Supplies,404.16,2024-11
3304,2024-01-13,6580,97,3,0.05,3267.33,Austin,Consumer,46,Furniture,1146.43,2024-01
3305,2024-03-23,3231,13,1,0.0,415.31,Boston,Consumer,37,Furniture,415.31,2024-03
3306,2024-05-30,9701,81,6,0.05,5079.16,New York,Home Office,48,Office Supplies,891.08,2024-05
3307,2024-03-30,6542,131,4,0.1,3180.13,Boston,Consumer,35,Furniture,883.37,2024-03
3308,2025-01-07,22,144,7,0.0,1366.96,Austin,Home Office,57,Technology,195.28,2025-01
3309,2024-08-09,5371,141,5,0.0,1548.05,San Diego,Consumer,62,Furniture,309.61,2024-08
3310,2024-09-30,10859,142,4,0.0,2635.8,New York,Consumer,52,Furniture,658.95,2024-09
3311,2024-12-31,6666,18,5,0.1,4705.61,New York,Consumer,68,Technology,1045.69,2024-12
3312,2025-02-07,2627,123,5,0.0,2084.55,Boston,Consumer,44,Technology,416.91,2025-02
3313,2025-05-10,4628,179,7,0.05,7218.31,Chicago,Consumer,37,Furniture,1085.46,2025-05
3314,2025-02-20,644,74,3,0.05,1519.48,Austin,Consumer,49,Furniture,533.15,2025-02
3315,2025-03-07,6733,93,3,0.0,547.59,Seattle,Consumer,61,Office Supplies,182.53,2025-03
3316,2025-02-19,7313,49,3,0.0,327.09,Seattle,Consumer,69,Technology,109.03,2025-02
3317,2024-11-21,11026,145,1,0.15,323.71,Austin,Consumer,41,Office Supplies,380.84,2024-11
3318,2024-04-03,5563,65,4,0.1,1941.16,San Diego,Consumer,27,Office Supplies,539.21,2024-04
3319,2025-03-08,929,178,4,0.1,2444.98,Austin,Consumer,41,Office Supplies,679.16,2025-03
3320,2024-04-15,2606,104,2,0.05,432.99,San Diego,Consumer,62,Office Supplies,227.89,2024-04
3321,2024-12-22,3308,62,6,0.0,424.8,New York,Home Office,65,Office Supplies,70.8,2024-12
3322,2025-03-12,1481,102,5,0.05,1763.72,New York,Consumer,54,Technology,371.31,2025-03
3323,2025-02-13,1888,8,2,0.1,1407.55,Austin,Consumer,47,Furniture,781.97,2025-02
3324,2024-11-10,5353,167,2,0.05,1418.94,New York,Consumer,40,Furniture,746.81,2024-11
3325,2024-10-27,4926,83,5,0.05,3672.08,New York,Consumer,55,Office Supplies,773.07,2024-10
3326,2025-03-05,8408,83,1,0.05,734.42,Seattle,Corporate,45,Office Supplies,773.07,2025-03
3327,2025-04-16,2746,74,2,0.0,1066.3,Austin,Consumer,57,Furniture,533.15,2025-04
3328,2025-03-22,909,120,4,0.0,3573.36,Austin,Home Office,60,Furniture,893.34,2025-03
3329,2025-01-06,5957,141,7,0.05,2058.91,Chicago,Corporate,36,Furniture,309.61,2025-01
3330,2024-01-04,3821,119,1,0.1,205.87,New York,Corporate,26,Technology,228.74,2024-01
3331,2024-06-26,8994,23,4,0.05,2199.59,Austin,Consumer,40,Office Supplies,578.84,2024-06
3332,2024-06-12,5337,132,4,0.0,4798.08,San Diego,Consumer,56,Technology,1199.52,2024-06
3333,2024-05-08,8841,116,2,0.15,1135.74,Chicago,Consumer,53,Furniture,668.08,2024-05
3334,2025-05-23,8340,179,4,0.0,4341.84,Austin,Consumer,36,Furniture,1085.46,2025-05
3335,2024-04-20,2395,48,5,0.1,2305.84,Austin,Consumer,69,Technology,512.41,2024-04
3336,2025-06-01,7716,145,1,0.0,380.84,Austin,Consumer,26,Office Supplies,380.84,2025-06
3337,2024-04-20,10058,158,7,0.0,4865.42,Seattle,Corporate,51,Technology,695.06,2024-04
3338,2024-12-19,2815,8,2,0.0,1563.94,Chicago,Home Office,61,Furniture,781.97,2024-12
3339,2025-04-12,10191,165,3,0.05,545.35,New York,Consumer,64,Office Supplies,191.35,2025-04
3340,2024-08-29,7533,147,1,0.05,177.31,Boston,Consumer,51,Technology,186.64,2024-08
3341,2024-09-07,2863,145,5,0.0,1904.2,Boston,Home Office,23,Office Supplies,380.84,2024-09
3342,2024-10-19,10547,180,5,0.0,729.7,Boston,Consumer,22,Office Supplies,145.94,2024-10
3343,2024-03-07,2393,37,1,0.0,457.62,Seattle,Consumer,52,Technology,457.62,2024-03
3344,2025-03-21,1812,7,3,0.0,3412.23,Seattle,Consumer,60,Technology,1137.41,2025-03
3345,2024-06-29,4362,111,6,0.05,3752.71,San Diego,Consumer,25,Technology,658.37,2024-06
3346,2024-05-11,10639,108,5,0.0,3887.7,San Diego,Consumer,25,Technology,777.54,2024-05
3347,2024-05-02,2875,155,3,0.0,2392.23,Austin,Consumer,26,Technology,797.41,2024-05
3348,2025-05-17,5491,108,5,0.05,3693.31,Austin,Consumer,36,Technology,777.54,2025-05
3349,2024-11-08,4307,21,6,0.05,6285.67,San Diego,Consumer,54,Furniture,1102.75,2024-11
3350,2024-03-11,2579,95,3,0.0,1821.84,Boston,Corporate,34,Technology,607.28,2024-03
3351,2025-03-20,11680,70,2,0.0,566.08,Chicago,Consumer,18,Office Supplies,283.04,2025-03
3352,2025-06-28,7882,158,1,0.0,695.06,New York,Consumer,49,Technology,695.06,2025-06
3353,2025-03-23,5026,127,7,0.0,2068.64,New York,Corporate,50,Technology,295.52,2025-03
3354,2024-11-22,3894,147,3,0.0,559.92,Chicago,Home Office,52,Technology,186.64,2024-11
3355,2025-02-24,2490,132,6,0.0,7197.12,Austin,Corporate,49,Technology,1199.52,2025-02
3356,2024-06-30,3997,31,3,0.0,2023.53,New York,Consumer,30,Office Supplies,674.51,2024-06
3357,2024-05-15,7873,155,5,0.05,3787.7,Austin,Home Office,47,Technology,797.41,2024-05
3358,2024-01-07,4031,19,3,0.05,44.57,Seattle,Consumer,18,Technology,15.64,2024-01
3359,2025-06-30,6772,48,5,0.1,2305.84,San Diego,Consumer,31,Technology,512.41,2025-06
3360,2024-12-09,9530,30,7,0.1,1816.29,Austin,Consumer,36,Office Supplies,288.3,2024-12
3361,2024-12-28,8907,17,6,0.0,6391.74,Boston,Corporate,25,Furniture,1065.29,2024-12
3362,2025-06-05,9727,160,2,0.1,1098.94,Boston,Consumer,33,Furniture,610.52,2025-06
3363,2024-05-26,10339,25,4,0.05,132.77,Boston,Consumer,57,Technology,34.94,2024-05
3364,2025-03-01,5091,18,2,0.05,1986.81,Boston,Consumer,62,Technology,1045.69,2025-03
3365,2024-11-22,11067,17,2,0.1,1917.52,Boston,Consumer,30,Furniture,1065.29,2024-11
3366,2024-05-16,11264,117,6,0.0,4640.76,Chicago,Consumer,55,Technology,773.46,2024-05
3367,2025-01-02,1579,42,7,0.0,6057.45,New York,Consumer,45,Technology,865.35,2025-01
3368,2025-02-19,7107,123,7,0.1,2626.53,New York,Home Office,33,Technology,416.91,2025-02
3369,2024-02-19,1085,48,6,0.1,2767.01,Chicago,Corporate,55,Technology,512.41,2024-02
3370,2025-01-27,9482,40,4,0.0,3069.64,Chicago,Consumer,45,Technology,767.41,2025-01
3371,2025-04-05,94,30,4,0.0,1153.2,Austin,Corporate,23,Office Supplies,288.3,2025-04
3372,2024-01-02,3740,42,4,0.05,3288.33,San Diego,Corporate,47,Technology,865.35,2024-01
3373,2025-03-15,5240,43,6,0.1,5200.25,Boston,Consumer,43,Office Supplies,963.01,2025-03
3374,2024-04-02,6317,151,1,0.1,90.97,San Diego,Corporate,42,Technology,101.08,2024-04
3375,2024-01-16,3013,96,6,0.0,5143.62,New York,Home Office,61,Furniture,857.27,2024-01
3376,2025-02-01,11304,76,6,0.0,3959.58,Austin,Consumer,48,Office Supplies,659.93,2025-02
3377,2025-06-23,11259,163,7,0.05,7338.01,Seattle,Consumer,61,Technology,1103.46,2025-06
3378,2025-04-22,8545,90,5,0.0,3342.9,New York,Consumer,53,Technology,668.58,2025-04
3379,2024-11-28,584,158,4,0.0,2780.24,New York,Consumer,36,Technology,695.06,2024-11
3380,2024-09-09,11939,72,4,0.05,3358.86,Seattle,Consumer,39,Office Supplies,883.91,2024-09
3381,2024-12-28,9833,177,5,0.0,5691.95,Austin,Home Office,61,Technology,1138.39,2024-12
3382,2025-03-10,3665,33,3,0.1,944.6,Seattle,Consumer,69,Furniture,349.85,2025-03
3383,2024-01-07,7490,93,6,0.0,1095.18,New York,Home Office,43,Office Supplies,182.53,2024-01
3384,2024-11-22,1457,80,4,0.0,176.92,Boston,Corporate,41,Office Supplies,44.23,2024-11
3385,2024-03-30,7513,160,2,0.05,1159.99,Austin,Corporate,30,Furniture,610.52,2024-03
3386,2024-05-15,7269,49,6,0.0,654.18,Austin,Consumer,31,Technology,109.03,2024-05
3387,2025-02-27,3979,62,3,0.0,212.4,Seattle,Consumer,47,Office Supplies,70.8,2025-02
3388,2024-05-24,10803,55,1,0.0,415.12,Chicago,Consumer,58,Furniture,415.12,2024-05
3389,2025-06-20,3347,112,4,0.0,442.56,Seattle,Consumer,69,Technology,110.64,2025-06
3390,2024-06-06,8344,37,4,0.1,1647.43,San Diego,Consumer,49,Technology,457.62,2024-06
3391,2025-06-21,11161,86,3,0.1,1209.76,Austin,Corporate,20,Office Supplies,448.06,2025-06
3392,2025-04-10,10509,113,1,0.0,269.68,Austin,Consumer,46,Furniture,269.68,2025-04
3393,2024-04-13,1277,39,4,0.0,43.08,Seattle,Consumer,20,Furniture,10.77,2024-04
3394,2024-06-08,6507,52,6,0.05,2844.64,Boston,Corporate,26,Furniture,499.06,2024-06
3395,2025-06-25,772,26,6,0.05,6522.68,Boston,Consumer,32,Office Supplies,1144.33,2025-06
3396,2025-03-25,3465,30,2,0.05,547.77,Austin,Home Office,49,Office Supplies,288.3,2025-03
3397,2024-08-17,7577,167,4,0.1,2688.52,Boston,Consumer,69,Furniture,746.81,2024-08
3398,2024-09-25,7339,146,7,0.0,6025.32,New York,Corporate,37,Office Supplies,860.76,2024-09
3399,2024-09-01,6941,35,3,0.05,1889.55,San Diego,Corporate,55,Office Supplies,663.0,2024-09
3400,2024-10-10,966,104,4,0.05,865.98,Seattle,Consumer,41,Office Supplies,227.89,2024-10
3401,2024-09-12,3722,20,5,0.0,970.35,Seattle,Home Office,20,Technology,194.07,2024-09
3402,2024-10-16,8471,155,4,0.0,3189.64,Seattle,Consumer,61,Technology,797.41,2024-10
3403,2025-04-13,7529,137,6,0.0,5744.58,San Diego,Corporate,42,Technology,957.43,2025-04
3404,2024-03-11,5784,141,3,0.05,882.39,Boston,Corporate,30,Furniture,309.61,2024-03
3405,2024-08-23,3890,57,4,0.0,2827.64,San Diego,Home Office,20,Technology,706.91,2024-08
3406,2024-01-05,2115,67,4,0.15,2174.44,San Diego,Consumer,22,Office Supplies,639.54,2024-01
3407,2024-04-02,10075,158,6,0.0,4170.36,San Diego,Corporate,20,Technology,695.06,2024-04
3408,2025-03-02,2817,102,3,0.0,1113.93,San Diego,Home Office,19,Technology,371.31,2025-03
3409,2024-05-10,10506,105,2,0.1,431.01,Chicago,Corporate,19,Furniture,239.45,2024-05
3410,2025-02-08,2750,178,3,0.1,1833.73,Boston,Consumer,40,Office Supplies,679.16,2025-02
3411,2024-03-31,7974,148,2,0.0,2040.8,Chicago,Consumer,19,Office Supplies,1020.4,2024-03
3412,2025-06-19,784,65,2,0.05,1024.5,New York,Consumer,30,Office Supplies,539.21,2025-06
3413,2024-09-26,8111,10,6,0.05,933.66,Chicago,Home Office,40,Furniture,163.8,2024-09
3414,2024-09-18,296,44,3,0.05,2870.98,Seattle,Corporate,62,Technology,1007.36,2024-09
3415,2024-12-12,5855,137,2,0.05,1819.12,Austin,Consumer,19,Technology,957.43,2024-12
3416,2024-04-08,9620,30,6,0.1,1556.82,Seattle,Consumer,43,Office Supplies,288.3,2024-04
3417,2024-04-30,11887,55,6,0.05,2366.18,Austin,Corporate,69,Furniture,415.12,2024-04
3418,2024-08-25,6251,170,2,0.05,767.9,San Diego,Consumer,19,Office Supplies,404.16,2024-08
3419,2024-02-03,4735,79,3,0.05,721.56,San Diego,Consumer,21,Office Supplies,253.18,2024-02
3420,2024-01-14,11434,45,6,0.1,4372.38,San Diego,Consumer,26,Furniture,809.7,2024-01
3421,2025-04-23,951,99,2,0.1,2132.41,New York,Consumer,40,Furniture,1184.67,2025-04
3422,2024-06-04,7666,167,7,0.05,4966.29,Austin,Consumer,52,Furniture,746.81,2024-06
3423,2024-11-09,6144,39,5,0.05,51.16,Boston,Consumer,21,Furniture,10.77,2024-11
3424,2024-04-07,192,107,5,0.05,1826.23,Seattle,Consumer,24,Technology,384.47,2024-04
3425,2025-01-11,9666,144,4,0.0,781.12,San Diego,Corporate,20,Technology,195.28,2025-01
3426,2024-01-07,6210,107,1,0.1,346.02,Seattle,Consumer,55,Technology,384.47,2024-01
3427,2025-02-21,590,159,6,0.0,6127.74,Boston,Consumer,68,Office Supplies,1021.29,2025-02
3428,2024-12-17,10909,73,4,0.0,2424.12,Boston,Consumer,36,Technology,606.03,2024-12
3429,2024-08-14,11196,143,2,0.0,1674.16,Austin,Home Office,41,Furniture,837.08,2024-08
3430,2025-04-11,7704,72,6,0.05,5038.29,Chicago,Consumer,55,Office Supplies,883.91,2025-04
3431,2025-04-08,10321,11,3,0.0,2769.21,Boston,Corporate,45,Furniture,923.07,2025-04
3432,2024-11-21,8134,58,3,0.0,3324.57,Chicago,Consumer,64,Technology,1108.19,2024-11
3433,2024-12-12,1807,26,5,0.0,5721.65,New York,Corporate,69,Office Supplies,1144.33,2024-12
3434,2024-11-28,8134,132,2,0.1,2159.14,Chicago,Consumer,64,Technology,1199.52,2024-11
3435,2024-06-25,5506,73,1,0.15,515.13,Boston,Consumer,20,Technology,606.03,2024-06
3436,2025-01-14,2952,133,3,0.0,1485.54,Seattle,Consumer,62,Furniture,495.18,2025-01
3437,2024-07-26,5657,135,5,0.1,3524.04,San Diego,Consumer,44,Furniture,783.12,2024-07
3438,2025-04-21,6189,96,3,0.0,2571.81,New York,Consumer,25,Furniture,857.27,2025-04
